"","date_vaccine_efficacy","dose_ratio"
"131",2021-04-24,0.705022456428622
"132",2021-04-25,0.707856051737847
"133",2021-04-26,0.714052006327362
"134",2021-04-27,0.720467624550932
"135",2021-04-28,0.727109080963619
"136",2021-04-29,0.733755702005641
"137",2021-04-30,0.739703446904844
"138",2021-05-01,0.745391991051981
"139",2021-05-02,0.751561938762533
"140",2021-05-03,0.758806055401855
"141",2021-05-04,0.765696453564707
"142",2021-05-05,0.772461559317972
"143",2021-05-06,0.779254726942738
"144",2021-05-07,0.785606521961932
"145",2021-05-08,0.791499488191251
"146",2021-05-09,0.79720085584027
"147",2021-05-10,0.8033741046869
"148",2021-05-11,0.808819227605841
"149",2021-05-12,0.814062709851024
"150",2021-05-13,0.817245185046852
"151",2021-05-14,0.819636575387318
"152",2021-05-15,0.821073873325378
"153",2021-05-16,0.822148007234786
"154",2021-05-17,0.823839245385302
"155",2021-05-18,0.825679759633093
"156",2021-05-19,0.827612659262992
"157",2021-05-20,0.8298198147904
"158",2021-05-21,0.831988769072086
"159",2021-05-22,0.833087112518749
"160",2021-05-23,0.83399364018717
"161",2021-05-24,0.835501471003559
"162",2021-05-25,0.837186045873676
"163",2021-05-26,0.838795146981469
"164",2021-05-27,0.840376794888198
"165",2021-05-28,0.841853907636931
"166",2021-05-29,0.84268158101035
"167",2021-05-30,0.843213714044352
"168",2021-05-31,0.84447497591547
"169",2021-06-01,0.845901846750546
"170",2021-06-02,0.847055509457065
"171",2021-06-03,0.848839051018152
"172",2021-06-04,0.850769941099702
"173",2021-06-05,0.853046992857146
"174",2021-06-06,0.855353390669567
"175",2021-06-07,0.857757826204722
"176",2021-06-08,0.860178131453304
"177",2021-06-09,0.862697719479077
"178",2021-06-10,0.865066376192668
"179",2021-06-11,0.867344089411621
"180",2021-06-12,0.869915299539316
"181",2021-06-13,0.872749769412069
"182",2021-06-14,0.874699117344252
"183",2021-06-15,0.876541423027665
"184",2021-06-16,0.878220724785985
"185",2021-06-17,0.879714819401451
"186",2021-06-18,0.881044562869195
"187",2021-06-19,0.882278273617906
"188",2021-06-20,0.883440643523705
"189",2021-06-21,0.883572816104317
"190",2021-06-22,0.884454715891604
"191",2021-06-23,0.885153469323341
"192",2021-06-24,0.885783776180894
"193",2021-06-25,0.886365078368603
"194",2021-06-26,0.886965211827193
"195",2021-06-27,0.887396330524508
"196",2021-06-28,0.887711712520241
"197",2021-06-29,0.888148096312695
"198",2021-06-30,0.888493415919145
"199",2021-07-01,0.888831113229101
"200",2021-07-02,0.889119725945043
"201",2021-07-03,0.889299725520397
"202",2021-07-04,0.889396467798254
"203",2021-07-05,0.889555055889876
"204",2021-07-06,0.889915257525151
"205",2021-07-07,0.890160210221625
"206",2021-07-08,0.890341840602207
"207",2021-07-09,0.89052045914234
"208",2021-07-10,0.890603643386511
"209",2021-07-11,0.890620301252968
"210",2021-07-12,0.890716568470601
"211",2021-07-13,0.890768576379581
"212",2021-07-14,0.89081386547157
"213",2021-07-15,0.890776671346562
"214",2021-07-16,0.89070270105625
"215",2021-07-17,0.890606046073251
"216",2021-07-18,0.890406561972443
"217",2021-07-19,0.890135245626493
"218",2021-07-20,0.889771595251197
"219",2021-07-21,0.889401684390178
"220",2021-07-22,0.888879107979468
"221",2021-07-23,0.888276058399591
"222",2021-07-24,0.887650780058676
"223",2021-07-25,0.886319780098661
"224",2021-07-26,0.885479294134749
"225",2021-07-27,0.884690945656782
"226",2021-07-28,0.883902250155263
"227",2021-07-29,0.883053251017952
"228",2021-07-30,0.882190050994194
"229",2021-07-31,0.881366178692851
"230",2021-08-01,0.880301130881925
"231",2021-08-02,0.879316137867486
"232",2021-08-03,0.878328186810989
"233",2021-08-04,0.877306397693103
"234",2021-08-05,0.876304184901797
"235",2021-08-06,0.875367204848308
"236",2021-08-07,0.874427355703422
"237",2021-08-08,0.873480875127951
"238",2021-08-09,0.872688299522663
"239",2021-08-10,0.871905567202861
"240",2021-08-11,0.871230048271313
"241",2021-08-12,0.870600704530998
"242",2021-08-13,0.870122318690099
"243",2021-08-14,0.869666423527074
"244",2021-08-15,0.869423581095895
"245",2021-08-16,0.869178440523162
"246",2021-08-17,0.868889253833264
"247",2021-08-18,0.868671630360737
"248",2021-08-19,0.868482786500003
"249",2021-08-20,0.868484181650829
"250",2021-08-21,0.868556097941757
"251",2021-08-22,0.868725849159903
"252",2021-08-23,0.868782239772831
"253",2021-08-24,0.868798828631418
"254",2021-08-25,0.868817736189982
"255",2021-08-26,0.868852528777551
"256",2021-08-27,0.869079334533364
"257",2021-08-28,0.869417164683668
"258",2021-08-29,0.869746842028229
"259",2021-08-30,0.870017235462303
"260",2021-08-31,0.870230128484769
"261",2021-09-01,0.870352350478582
"262",2021-09-02,0.870533337390026
"263",2021-09-03,0.870858327143921
"264",2021-09-04,0.871263844922156
"265",2021-09-05,0.871510016533423
"266",2021-09-06,0.871754061904877
"267",2021-09-07,0.87235042291902
"268",2021-09-08,0.872630846643708
"269",2021-09-09,0.872868730303239
"270",2021-09-10,0.873168300327403
"271",2021-09-11,0.873534795583699
"272",2021-09-12,0.873833057528669
"273",2021-09-13,0.874205686262216
"274",2021-09-14,0.874642889099428
"275",2021-09-15,0.875130083987712
"276",2021-09-16,0.875627513337549
"277",2021-09-17,0.876230604945239
"278",2021-09-18,0.876798016241694
"279",2021-09-19,0.877410629911082
"280",2021-09-20,0.87792137815014
"281",2021-09-21,0.878409998943335
"282",2021-09-22,0.878898081493948
"283",2021-09-23,0.879331864902809
"284",2021-09-24,0.879711516618256
"285",2021-09-25,0.8799203070812
"286",2021-09-26,0.880206804120082
"287",2021-09-27,0.880049462823361
"288",2021-09-28,0.880179593184316
"289",2021-09-29,0.88035434110881
"290",2021-09-30,0.880567717008119
"291",2021-10-01,0.880887039030289
"292",2021-10-02,0.881238305346694
"293",2021-10-03,0.881650431238043
"294",2021-10-04,0.881791836259874
"295",2021-10-05,0.881939891572392
"296",2021-10-06,0.882076090020635
"297",2021-10-07,0.882188708869913
"298",2021-10-08,0.882375064693508
"299",2021-10-09,0.882628156091317
"300",2021-10-10,0.882880264170816
"301",2021-10-11,0.882951925002945
"302",2021-10-12,0.883056849700621
"303",2021-10-13,0.883145391371011
"304",2021-10-14,0.883234998786837
"305",2021-10-15,0.883367307045826
"306",2021-10-16,0.883483584857791
"307",2021-10-17,0.883583866707175
"308",2021-10-18,0.883617143135461
"309",2021-10-19,0.883653809657345
"310",2021-10-20,0.8836931810292
"311",2021-10-21,0.883727019044651
"312",2021-10-22,0.883671828652528
"313",2021-10-23,0.883545840436478
"314",2021-10-24,0.88338894524419
"315",2021-10-25,0.88318489075313
"316",2021-10-26,0.88296872125732
"317",2021-10-27,0.882730323212215
"318",2021-10-28,0.882504846058066
"319",2021-10-29,0.882302257107262
"320",2021-10-30,0.882054440584734
"321",2021-10-31,0.881757791263279
"322",2021-11-01,0.88149883519222
"323",2021-11-02,0.881226537459107
"324",2021-11-03,0.880895059035276
"325",2021-11-04,0.880457721170263
"326",2021-11-05,0.879905034577797
"327",2021-11-06,0.878562430532989
"328",2021-11-07,0.877106846073291
"329",2021-11-08,0.876078024439204
"330",2021-11-09,0.874952693914282
"331",2021-11-10,0.87374862597429
"332",2021-11-11,0.872450135322115
"333",2021-11-12,0.871295309889726
"334",2021-11-13,0.869312550509426
"335",2021-11-14,0.867657524932897
"336",2021-11-15,0.866668692945319
"337",2021-11-16,0.865667760735379
"338",2021-11-17,0.864674813515375
"339",2021-11-18,0.863681081402386
"340",2021-11-19,0.862683853113528
"341",2021-11-20,0.86109193970924
"342",2021-11-21,0.859861377869181
"343",2021-11-22,0.858907253615476
"344",2021-11-23,0.857912259120559
"345",2021-11-24,0.8569777401317
"346",2021-11-25,0.85644263682563
"347",2021-11-26,0.856038568965681
"348",2021-11-27,0.856057638562779
"349",2021-11-28,0.856223890800734
"350",2021-11-29,0.856353489449568
"351",2021-11-30,0.856431759862474
"352",2021-12-01,0.856440088487047
"353",2021-12-02,0.856436433709919
"354",2021-12-03,0.856612816716061
"355",2021-12-04,0.857540868919789
"356",2021-12-05,0.857982607451175
"357",2021-12-06,0.857897187793253
"358",2021-12-07,0.857838805290465
"359",2021-12-08,0.857805907172996
